# results_withoutmfcc.txt
# x 2155 5560 22362 50802 82402 110011 240015 264498 325462 337791
1 4.0 5.0 5.0 4.0 4.0 4.0 4.0 4.0 3.0 5.0
2 4.0 4.0 5.0 4.0 4.0 4.0 4.0 4.0 3.0 5.0
3 4.0 4.0 5.0 4.0 4.0 4.0 4.0 4.0 3.0 5.0
4 4.0 4.0 5.0 4.0 4.0 4.0 4.0 4.0 3.0 5.0
5 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 3.0 5.0
6 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 3.0 4.0
7 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 3.0 4.0
8 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 3.0 4.0
9 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 3.0 4.0
10 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 3.0 4.0
11 4.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 3.0 4.0
12 3.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 3.0 4.0
13 3.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 3.0 4.0
14 3.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 3.0 4.0
15 3.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 3.0 4.0
16 3.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 3.0 4.0
17 3.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 3.0 4.0
18 3.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 3.0 4.0
19 3.0 4.0 4.0 4.0 4.0 4.0 4.0 4.0 3.0 4.0
20 3.0 4.0 4.0 4.0 4.0 4.0 4.0 3.0 3.0 4.0
21 3.0 4.0 4.0 4.0 4.0 4.0 4.0 3.0 3.0 4.0
22 3.0 4.0 4.0 4.0 3.0 4.0 4.0 3.0 3.0 4.0
23 3.0 4.0 4.0 4.0 3.0 4.0 4.0 3.0 3.0 4.0
24 3.0 4.0 4.0 4.0 3.0 4.0 4.0 3.0 3.0 4.0
25 3.0 4.0 4.0 4.0 3.0 4.0 4.0 3.0 3.0 4.0
26 3.0 4.0 4.0 4.0 3.0 4.0 4.0 3.0 3.0 4.0
27 3.0 4.0 4.0 4.0 3.0 4.0 4.0 3.0 3.0 4.0
28 3.0 4.0 4.0 4.0 3.0 4.0 4.0 3.0 3.0 4.0
29 3.0 4.0 4.0 4.0 3.0 4.0 4.0 3.0 3.0 4.0
30 3.0 4.0 4.0 4.0 3.0 4.0 4.0 3.0 3.0 4.0
31 3.0 4.0 4.0 4.0 3.0 4.0 4.0 3.0 3.0 4.0
32 3.0 4.0 4.0 4.0 3.0 4.0 4.0 3.0 3.0 4.0
33 3.0 4.0 4.0 4.0 3.0 4.0 4.0 3.0 3.0 4.0
34 3.0 4.0 4.0 4.0 3.0 4.0 4.0 3.0 3.0 4.0
35 3.0 4.0 4.0 4.0 3.0 4.0 4.0 3.0 3.0 4.0
36 3.0 4.0 4.0 4.0 3.0 4.0 4.0 3.0 3.0 4.0
37 3.0 4.0 4.0 4.0 3.0 4.0 4.0 3.0 3.0 4.0
38 3.0 4.0 4.0 4.0 3.0 4.0 4.0 3.0 3.0 4.0
39 3.0 4.0 4.0 4.0 3.0 4.0 3.0 3.0 3.0 4.0
40 3.0 4.0 4.0 4.0 3.0 4.0 3.0 3.0 3.0 4.0
41 3.0 4.0 4.0 4.0 3.0 4.0 3.0 3.0 3.0 4.0
42 3.0 4.0 4.0 4.0 3.0 4.0 3.0 3.0 3.0 4.0
43 3.0 4.0 4.0 4.0 3.0 4.0 3.0 3.0 3.0 4.0
44 3.0 4.0 4.0 4.0 3.0 4.0 3.0 3.0 3.0 4.0
45 3.0 4.0 4.0 4.0 3.0 4.0 3.0 3.0 3.0 4.0
46 3.0 4.0 4.0 4.0 3.0 4.0 3.0 3.0 2.0 4.0
47 3.0 4.0 4.0 4.0 3.0 4.0 3.0 3.0 2.0 4.0
48 3.0 4.0 4.0 4.0 3.0 4.0 3.0 3.0 2.0 4.0
49 3.0 4.0 4.0 4.0 3.0 4.0 3.0 3.0 2.0 4.0
50 3.0 4.0 4.0 4.0 3.0 4.0 3.0 3.0 2.0 4.0
51 3.0 4.0 4.0 4.0 3.0 4.0 3.0 3.0 2.0 4.0
52 3.0 4.0 4.0 4.0 3.0 4.0 3.0 3.0 2.0 4.0
53 3.0 4.0 4.0 4.0 3.0 4.0 3.0 3.0 2.0 4.0
54 3.0 4.0 4.0 4.0 3.0 4.0 3.0 3.0 2.0 4.0
55 3.0 3.0 4.0 4.0 3.0 4.0 3.0 3.0 2.0 4.0
56 3.0 3.0 4.0 4.0 3.0 4.0 3.0 3.0 2.0 4.0
57 3.0 3.0 4.0 3.0 3.0 4.0 3.0 3.0 2.0 4.0
58 3.0 3.0 3.0 3.0 3.0 4.0 3.0 3.0 2.0 4.0
59 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 4.0
60 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 4.0
61 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 4.0
62 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 4.0
63 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
64 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
65 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
66 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
67 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
68 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
69 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
70 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
71 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
72 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
73 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
74 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
75 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
76 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
77 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
78 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
79 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
80 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
81 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
82 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
83 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
84 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
85 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
86 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
87 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
88 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
89 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
90 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
91 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
92 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
93 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
94 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
95 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
96 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
97 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
98 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
99 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
100 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
101 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
102 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
103 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
104 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
105 3.0 3.0 3.0 3.0 3.0 3.0 3.0 3.0 2.0 3.0
